Entity,Code,Day,daily_vaccinations,state_population
Alabama,,1/13/21,5906,4934190
Alabama,,1/14/21,7083,4934190
Alabama,,1/15/21,7478,4934190
Alabama,,1/16/21,7498,4934190
Alabama,,1/17/21,7509,4934190
Alabama,,1/18/21,7517,4934190
Alabama,,1/19/21,7523,4934190
Alabama,,1/20/21,7880,4934190
Alabama,,1/21/21,10517,4934190
Alabama,,1/22/21,14107,4934190
Alabama,,1/23/21,16202,4934190
Alabama,,1/24/21,18294,4934190
Alabama,,1/25/21,18196,4934190
Alabama,,1/26/21,17738,4934190
Alabama,,1/27/21,18178,4934190
Alabama,,1/28/21,16153,4934190
Alabama,,1/29/21,14514,4934190
Alabama,,1/30/21,17271,4934190
Alabama,,1/31/21,15748,4934190
Alabama,,2/1/21,15381,4934190
Alabama,,2/2/21,16703,4934190
Alabama,,2/3/21,17414,4934190
Alabama,,2/4/21,18491,4934190
Alabama,,2/5/21,18526,4934190
Alabama,,2/6/21,16105,4934190
Alabama,,2/7/21,15480,4934190
Alabama,,2/8/21,15622,4934190
Alabama,,2/9/21,17012,4934190
Alabama,,2/10/21,18209,4934190
Alabama,,2/11/21,19258,4934190
Alabama,,2/12/21,20074,4934190
Alabama,,2/13/21,20855,4934190
Alabama,,2/14/21,21417,4934190
Alabama,,2/15/21,22405,4934190
Alabama,,2/16/21,20816,4934190
Alabama,,2/17/21,19174,4934190
Alabama,,2/18/21,18400,4934190
Alabama,,2/19/21,24002,4934190
Alabama,,2/20/21,25111,4934190
Alabama,,2/21/21,25194,4934190
Alabama,,2/22/21,24164,4934190
Alabama,,2/23/21,25489,4934190
Alabama,,2/24/21,27098,4934190
Alabama,,2/25/21,27531,4934190
Alabama,,2/26/21,22104,4934190
Alabama,,2/27/21,22022,4934190
Alabama,,2/28/21,21984,4934190
Alabama,,3/1/21,22111,4934190
Alabama,,3/2/21,22436,4934190
Alabama,,3/3/21,22904,4934190
Alabama,,3/4/21,23916,4934190
Alabama,,3/5/21,24388,4934190
Alabama,,3/6/21,24087,4934190
Alabama,,3/7/21,23947,4934190
Alabama,,3/8/21,24040,4934190
Alabama,,3/9/21,24118,4934190
Alabama,,3/10/21,24827,4934190
Alabama,,3/11/21,25376,4934190
Alabama,,3/12/21,26375,4934190
Alabama,,3/13/21,26935,4934190
Alabama,,3/14/21,26926,4934190
Alabama,,3/15/21,27106,4934190
Alabama,,3/16/21,27331,4934190
Alabama,,3/17/21,27167,4934190
Alabama,,3/18/21,25752,4934190
Alabama,,3/19/21,25356,4934190
Alabama,,3/20/21,24649,4934190
Alabama,,3/21/21,24865,4934190
Alabama,,3/22/21,24693,4934190
Alabama,,3/23/21,25307,4934190
Alabama,,3/24/21,25490,4934190
Alabama,,3/25/21,27004,4934190
Alabama,,3/26/21,26387,4934190
Alabama,,3/27/21,26439,4934190
Alabama,,3/28/21,26634,4934190
Alabama,,3/29/21,26759,4934190
Alabama,,3/30/21,26885,4934190
Alabama,,3/31/21,26617,4934190
Alabama,,4/1/21,27555,4934190
Alabama,,4/2/21,28865,4934190
Alabama,,4/3/21,28769,4934190
Alabama,,4/4/21,28533,4934190
Alabama,,4/5/21,28325,4934190
Alabama,,4/6/21,28468,4934190
Alabama,,4/7/21,29498,4934190
Alabama,,4/8/21,29195,4934190
Alabama,,4/9/21,29696,4934190
Alabama,,4/10/21,31155,4934190
Alabama,,4/11/21,31967,4934190
Alabama,,4/12/21,32519,4934190
Alabama,,4/13/21,32914,4934190
Alabama,,4/14/21,33381,4934190
Alabama,,4/15/21,33007,4934190
Alabama,,4/16/21,32034,4934190
Alabama,,4/17/21,30766,4934190
Alabama,,4/18/21,29953,4934190
Alabama,,4/19/21,29296,4934190
Alabama,,4/20/21,28635,4934190
Alabama,,4/21/21,27377,4934190
Alabama,,4/22/21,26702,4934190
Alabama,,4/23/21,26294,4934190
Alabama,,4/24/21,25832,4934190
Alabama,,4/25/21,25590,4934190
Alabama,,4/26/21,25809,4934190
Alabama,,4/27/21,24561,4934190
Alabama,,4/28/21,23898,4934190
Alabama,,4/29/21,23662,4934190
Alabama,,4/30/21,23076,4934190
Alabama,,5/1/21,22271,4934190
Alabama,,5/2/21,21615,4934190
Alabama,,5/3/21,21299,4934190
Alabama,,5/4/21,20711,4934190
Alabama,,5/5/21,20444,4934190
Alabama,,5/6/21,16178,4934190
Alabama,,5/7/21,19313,4934190
Alabama,,5/8/21,20088,4934190
Alabama,,5/9/21,20784,4934190
Alabama,,5/10/21,20899,4934190
Alabama,,5/11/21,18461,4934190
Alabama,,5/12/21,17244,4934190
Alabama,,5/13/21,22667,4934190
Alabama,,5/14/21,19034,4934190
Alabama,,5/15/21,17613,4934190
Alaska,,1/13/21,2842,724357
Alaska,,1/14/21,3379,724357
Alaska,,1/15/21,4400,724357
Alaska,,1/16/21,4381,724357
Alaska,,1/17/21,4369,724357
Alaska,,1/18/21,4362,724357
Alaska,,1/19/21,4356,724357
Alaska,,1/20/21,4230,724357
Alaska,,1/21/21,4187,724357
Alaska,,1/22/21,4580,724357
Alaska,,1/23/21,4997,724357
Alaska,,1/24/21,5225,724357
Alaska,,1/25/21,5003,724357
Alaska,,1/26/21,4545,724357
Alaska,,1/27/21,4758,724357
Alaska,,1/28/21,4850,724357
Alaska,,1/29/21,4186,724357
Alaska,,1/30/21,3846,724357
Alaska,,1/31/21,3619,724357
Alaska,,2/1/21,3570,724357
Alaska,,2/2/21,3613,724357
Alaska,,2/3/21,3453,724357
Alaska,,2/4/21,3440,724357
Alaska,,2/5/21,3372,724357
Alaska,,2/6/21,3411,724357
Alaska,,2/7/21,3785,724357
Alaska,,2/8/21,4131,724357
Alaska,,2/9/21,4204,724357
Alaska,,2/10/21,4356,724357
Alaska,,2/11/21,4620,724357
Alaska,,2/12/21,4776,724357
Alaska,,2/13/21,5142,724357
Alaska,,2/14/21,5393,724357
Alaska,,2/15/21,5212,724357
Alaska,,2/16/21,5448,724357
Alaska,,2/17/21,5337,724357
Alaska,,2/18/21,5268,724357
Alaska,,2/19/21,6970,724357
Alaska,,2/20/21,7466,724357
Alaska,,2/21/21,7330,724357
Alaska,,2/22/21,7266,724357
Alaska,,2/23/21,6988,724357
Alaska,,2/24/21,7148,724357
Alaska,,2/25/21,7201,724357
Alaska,,2/26/21,5444,724357
Alaska,,2/27/21,4591,724357
Alaska,,2/28/21,4229,724357
Alaska,,3/1/21,4304,724357
Alaska,,3/2/21,4288,724357
Alaska,,3/3/21,4243,724357
Alaska,,3/4/21,3905,724357
Alaska,,3/5/21,3876,724357
Alaska,,3/6/21,4155,724357
Alaska,,3/7/21,4329,724357
Alaska,,3/8/21,4248,724357
Alaska,,3/9/21,4678,724357
Alaska,,3/10/21,4917,724357
Alaska,,3/11/21,5211,724357
Alaska,,3/12/21,5294,724357
Alaska,,3/13/21,5092,724357
Alaska,,3/14/21,5473,724357
Alaska,,3/15/21,5571,724357
Alaska,,3/16/21,5280,724357
Alaska,,3/17/21,5460,724357
Alaska,,3/18/21,5390,724357
Alaska,,3/19/21,5361,724357
Alaska,,3/20/21,5490,724357
Alaska,,3/21/21,5583,724357
Alaska,,3/22/21,5493,724357
Alaska,,3/23/21,5273,724357
Alaska,,3/24/21,4758,724357
Alaska,,3/25/21,4773,724357
Alaska,,3/26/21,4817,724357
Alaska,,3/27/21,4707,724357
Alaska,,3/28/21,4152,724357
Alaska,,3/29/21,3956,724357
Alaska,,3/30/21,3969,724357
Alaska,,3/31/21,3991,724357
Alaska,,4/1/21,3861,724357
Alaska,,4/2/21,3702,724357
Alaska,,4/3/21,3513,724357
Alaska,,4/4/21,3865,724357
Alaska,,4/5/21,4022,724357
Alaska,,4/6/21,4050,724357
Alaska,,4/7/21,4207,724357
Alaska,,4/8/21,4537,724357
Alaska,,4/9/21,4664,724357
Alaska,,4/10/21,5069,724357
Alaska,,4/11/21,4676,724357
Alaska,,4/12/21,4831,724357
Alaska,,4/13/21,9046,724357
Alaska,,4/14/21,9009,724357
Alaska,,4/15/21,8075,724357
Alaska,,4/16/21,8075,724357
Alaska,,4/17/21,7732,724357
Alaska,,4/18/21,7745,724357
Alaska,,4/19/21,7467,724357
Alaska,,4/20/21,3288,724357
Alaska,,4/21/21,3574,724357
Alaska,,4/22/21,4331,724357
Alaska,,4/23/21,4098,724357
Alaska,,4/24/21,3874,724357
Alaska,,4/25/21,3447,724357
Alaska,,4/26/21,3292,724357
Alaska,,4/27/21,3223,724357
Alaska,,4/28/21,2645,724357
Alaska,,4/29/21,2913,724357
Alaska,,4/30/21,2749,724357
Alaska,,5/1/21,3386,724357
Alaska,,5/2/21,3259,724357
Alaska,,5/3/21,3187,724357
Alaska,,5/4/21,3084,724357
Alaska,,5/5/21,3064,724357
Alaska,,5/6/21,2358,724357
Alaska,,5/7/21,2321,724357
Alaska,,5/8/21,1523,724357
Alaska,,5/9/21,1275,724357
Alaska,,5/10/21,1757,724357
Alaska,,5/11/21,1840,724357
Alaska,,5/12/21,1800,724357
Alaska,,5/13/21,1706,724357
Alaska,,5/14/21,1677,724357
Alaska,,5/15/21,1760,724357
American Samoa,ASM,1/13/21,453,
American Samoa,ASM,1/14/21,424,
American Samoa,ASM,1/15/21,586,
American Samoa,ASM,1/16/21,494,
American Samoa,ASM,1/17/21,439,
American Samoa,ASM,1/18/21,402,
American Samoa,ASM,1/19/21,376,
American Samoa,ASM,1/20/21,391,
American Samoa,ASM,1/21/21,385,
American Samoa,ASM,1/22/21,384,
American Samoa,ASM,1/23/21,390,
American Samoa,ASM,1/24/21,532,
American Samoa,ASM,1/25/21,501,
American Samoa,ASM,1/26/21,508,
American Samoa,ASM,1/27/21,539,
American Samoa,ASM,1/28/21,489,
American Samoa,ASM,1/29/21,479,
American Samoa,ASM,1/30/21,442,
American Samoa,ASM,1/31/21,268,
American Samoa,ASM,2/1/21,388,
American Samoa,ASM,2/2/21,349,
American Samoa,ASM,2/3/21,283,
American Samoa,ASM,2/4/21,310,
American Samoa,ASM,2/5/21,301,
American Samoa,ASM,2/6/21,333,
American Samoa,ASM,2/7/21,333,
American Samoa,ASM,2/8/21,214,
American Samoa,ASM,2/9/21,274,
American Samoa,ASM,2/10/21,322,
American Samoa,ASM,2/11/21,322,
American Samoa,ASM,2/12/21,429,
American Samoa,ASM,2/13/21,446,
American Samoa,ASM,2/14/21,446,
American Samoa,ASM,2/15/21,498,
American Samoa,ASM,2/16/21,490,
American Samoa,ASM,2/17/21,422,
American Samoa,ASM,2/18/21,394,
American Samoa,ASM,2/19/21,177,
American Samoa,ASM,2/20/21,337,
American Samoa,ASM,2/21/21,485,
American Samoa,ASM,2/22/21,439,
American Samoa,ASM,2/23/21,387,
American Samoa,ASM,2/24/21,496,
American Samoa,ASM,2/25/21,496,
American Samoa,ASM,2/26/21,581,
American Samoa,ASM,2/27/21,371,
American Samoa,ASM,2/28/21,223,
American Samoa,ASM,3/1/21,217,
American Samoa,ASM,3/2/21,323,
American Samoa,ASM,3/3/21,191,
American Samoa,ASM,3/4/21,269,
American Samoa,ASM,3/5/21,184,
American Samoa,ASM,3/6/21,184,
American Samoa,ASM,3/7/21,184,
American Samoa,ASM,3/8/21,184,
American Samoa,ASM,3/9/21,78,
American Samoa,ASM,3/10/21,374,
American Samoa,ASM,3/11/21,296,
American Samoa,ASM,3/12/21,296,
American Samoa,ASM,3/13/21,296,
American Samoa,ASM,3/14/21,296,
American Samoa,ASM,3/15/21,382,
American Samoa,ASM,3/16/21,382,
American Samoa,ASM,3/17/21,86,
American Samoa,ASM,3/18/21,86,
American Samoa,ASM,3/19/21,86,
American Samoa,ASM,3/20/21,86,
American Samoa,ASM,3/21/21,86,
American Samoa,ASM,3/22/21,388,
American Samoa,ASM,3/23/21,423,
American Samoa,ASM,3/24/21,505,
American Samoa,ASM,3/25/21,509,
American Samoa,ASM,3/26/21,600,
American Samoa,ASM,3/27/21,604,
American Samoa,ASM,3/28/21,604,
American Samoa,ASM,3/29/21,216,
American Samoa,ASM,3/30/21,259,
American Samoa,ASM,3/31/21,476,
American Samoa,ASM,4/1/21,472,
American Samoa,ASM,4/2/21,465,
American Samoa,ASM,4/3/21,462,
American Samoa,ASM,4/4/21,464,
American Samoa,ASM,4/5/21,464,
American Samoa,ASM,4/6/21,385,
American Samoa,ASM,4/7/21,241,
American Samoa,ASM,4/8/21,248,
American Samoa,ASM,4/9/21,255,
American Samoa,ASM,4/10/21,255,
American Samoa,ASM,4/11/21,341,
American Samoa,ASM,4/12/21,341,
American Samoa,ASM,4/13/21,341,
American Samoa,ASM,4/14/21,276,
American Samoa,ASM,4/15/21,269,
American Samoa,ASM,4/16/21,347,
American Samoa,ASM,4/17/21,347,
American Samoa,ASM,4/18/21,258,
American Samoa,ASM,4/19/21,258,
American Samoa,ASM,4/20/21,258,
American Samoa,ASM,4/21/21,187,
American Samoa,ASM,4/22/21,187,
American Samoa,ASM,4/23/21,180,
American Samoa,ASM,4/24/21,180,
American Samoa,ASM,4/25/21,231,
American Samoa,ASM,4/26/21,231,
American Samoa,ASM,4/27/21,262,
American Samoa,ASM,4/28/21,245,
American Samoa,ASM,4/29/21,321,
American Samoa,ASM,4/30/21,216,
American Samoa,ASM,5/1/21,216,
American Samoa,ASM,5/2/21,165,
American Samoa,ASM,5/3/21,165,
American Samoa,ASM,5/4/21,188,
American Samoa,ASM,5/5/21,209,
American Samoa,ASM,5/6/21,133,
American Samoa,ASM,5/7/21,132,
American Samoa,ASM,5/8/21,132,
American Samoa,ASM,5/9/21,132,
American Samoa,ASM,5/10/21,132,
American Samoa,ASM,5/11/21,77,
American Samoa,ASM,5/12/21,57,
American Samoa,ASM,5/13/21,118,
American Samoa,ASM,5/14/21,61,
American Samoa,ASM,5/15/21,123,
Arizona,,1/13/21,13390,724357
Arizona,,1/14/21,16155,724357
Arizona,,1/15/21,18577,724357
Arizona,,1/16/21,18257,724357
Arizona,,1/17/21,18065,724357
Arizona,,1/18/21,17937,724357
Arizona,,1/19/21,17846,724357
Arizona,,1/20/21,18163,724357
Arizona,,1/21/21,18605,724357
Arizona,,1/22/21,18895,724357
Arizona,,1/23/21,20939,724357
Arizona,,1/24/21,22706,724357
Arizona,,1/25/21,23526,724357
Arizona,,1/26/21,23517,724357
Arizona,,1/27/21,25196,724357
Arizona,,1/28/21,26179,724357
Arizona,,1/29/21,27393,724357
Arizona,,1/30/21,28059,724357
Arizona,,1/31/21,29069,724357
Arizona,,2/1/21,29564,724357
Arizona,,2/2/21,28681,724357
Arizona,,2/3/21,28255,724357
Arizona,,2/4/21,28424,724357
Arizona,,2/5/21,28337,724357
Arizona,,2/6/21,29917,724357
Arizona,,2/7/21,30732,724357
Arizona,,2/8/21,31487,724357
Arizona,,2/9/21,33164,724357
Arizona,,2/10/21,34531,724357
Arizona,,2/11/21,36494,724357
Arizona,,2/12/21,38691,724357
Arizona,,2/13/21,39176,724357
Arizona,,2/14/21,39989,724357
Arizona,,2/15/21,40122,724357
Arizona,,2/16/21,41539,724357
Arizona,,2/17/21,38163,724357
Arizona,,2/18/21,37314,724357
Arizona,,2/19/21,55158,724357
Arizona,,2/20/21,54896,724357
Arizona,,2/21/21,54360,724357
Arizona,,2/22/21,54958,724357
Arizona,,2/23/21,53030,724357
Arizona,,2/24/21,55863,724357
Arizona,,2/25/21,57825,724357
Arizona,,2/26/21,42127,724357
Arizona,,2/27/21,43278,724357
Arizona,,2/28/21,46110,724357
Arizona,,3/1/21,48955,724357
Arizona,,3/2/21,51993,724357
Arizona,,3/3/21,53580,724357
Arizona,,3/4/21,53198,724357
Arizona,,3/5/21,52476,724357
Arizona,,3/6/21,45071,724357
Arizona,,3/7/21,52879,724357
Arizona,,3/8/21,52280,724357
Arizona,,3/9/21,50873,724357
Arizona,,3/10/21,51794,724357
Arizona,,3/11/21,52921,724357
Arizona,,3/12/21,54235,724357
Arizona,,3/13/21,62981,724357
Arizona,,3/14/21,56433,724357
Arizona,,3/15/21,55772,724357
Arizona,,3/16/21,58490,724357
Arizona,,3/17/21,57709,724357
Arizona,,3/18/21,57866,724357
Arizona,,3/19/21,48949,724357
Arizona,,3/20/21,48762,724357
Arizona,,3/21/21,47913,724357
Arizona,,3/22/21,48184,724357
Arizona,,3/23/21,45042,724357
Arizona,,3/24/21,44646,724357
Arizona,,3/25/21,50166,724357
Arizona,,3/26/21,58308,724357
Arizona,,3/27/21,59086,724357
Arizona,,3/28/21,59378,724357
Arizona,,3/29/21,60022,724357
Arizona,,3/30/21,61260,724357
Arizona,,3/31/21,63074,724357
Arizona,,4/1/21,57997,724357
Arizona,,4/2/21,58912,724357
Arizona,,4/3/21,59149,724357
Arizona,,4/4/21,58794,724357
Arizona,,4/5/21,58482,724357
Arizona,,4/6/21,58525,724357
Arizona,,4/7/21,57644,724357
Arizona,,4/8/21,55514,724357
Arizona,,4/9/21,56308,724357
Arizona,,4/10/21,57204,724357
Arizona,,4/11/21,57826,724357
Arizona,,4/12/21,56643,724357
Arizona,,4/13/21,56417,724357
Arizona,,4/14/21,56531,724357
Arizona,,4/15/21,57918,724357
Arizona,,4/16/21,55841,724357
Arizona,,4/17/21,55226,724357
Arizona,,4/18/21,54391,724357
Arizona,,4/19/21,54470,724357
Arizona,,4/20/21,53921,724357
Arizona,,4/21/21,54448,724357
Arizona,,4/22/21,54571,724357
Arizona,,4/23/21,54802,724357
Arizona,,4/24/21,53506,724357
Arizona,,4/25/21,52397,724357
Arizona,,4/26/21,51720,724357
Arizona,,4/27/21,51362,724357
Arizona,,4/28/21,49861,724357
Arizona,,4/29/21,47964,724357
Arizona,,4/30/21,45756,724357
Arizona,,5/1/21,44097,724357
Arizona,,5/2/21,41448,724357
Arizona,,5/3/21,37787,724357
Arizona,,5/4/21,36127,724357
Arizona,,5/5/21,33654,724357
Arizona,,5/6/21,33626,724357
Arizona,,5/7/21,32954,724357
Arizona,,5/8/21,30521,724357
Arizona,,5/9/21,29993,724357
Arizona,,5/10/21,33564,724357
Arizona,,5/11/21,36667,724357
Arizona,,5/12/21,36376,724357
Arizona,,5/13/21,33915,724357
Arizona,,5/14/21,31473,724357
Arizona,,5/15/21,31519,724357
Arkansas,,1/13/21,53975,3033950
Arkansas,,1/14/21,33718,3033950
Arkansas,,1/15/21,25820,3033950
Arkansas,,1/16/21,20865,3033950
Arkansas,,1/17/21,17892,3033950
Arkansas,,1/18/21,15910,3033950
Arkansas,,1/19/21,14494,3033950
Arkansas,,1/20/21,11208,3033950
Arkansas,,1/21/21,9285,3033950
Arkansas,,1/22/21,11905,3033950
Arkansas,,1/23/21,11048,3033950
Arkansas,,1/24/21,11986,3033950
Arkansas,,1/25/21,12108,3033950
Arkansas,,1/26/21,13422,3033950
Arkansas,,1/27/21,11359,3033950
Arkansas,,1/28/21,11359,3033950
Arkansas,,1/29/21,9760,3033950
Arkansas,,1/30/21,12425,3033950
Arkansas,,1/31/21,12793,3033950
Arkansas,,2/1/21,12876,3033950
Arkansas,,2/2/21,11169,3033950
Arkansas,,2/3/21,9946,3033950
Arkansas,,2/4/21,12200,3033950
Arkansas,,2/5/21,11597,3033950
Arkansas,,2/6/21,12289,3033950
Arkansas,,2/7/21,12807,3033950
Arkansas,,2/8/21,12919,3033950
Arkansas,,2/9/21,12808,3033950
Arkansas,,2/10/21,13658,3033950
Arkansas,,2/11/21,13225,3033950
Arkansas,,2/12/21,13710,3033950
Arkansas,,2/13/21,11816,3033950
Arkansas,,2/14/21,11299,3033950
Arkansas,,2/15/21,10903,3033950
Arkansas,,2/16/21,11330,3033950
Arkansas,,2/17/21,9842,3033950
Arkansas,,2/18/21,8562,3033950
Arkansas,,2/19/21,10018,3033950
Arkansas,,2/20/21,9074,3033950
Arkansas,,2/21/21,7990,3033950
Arkansas,,2/22/21,8204,3033950
Arkansas,,2/23/21,8108,3033950
Arkansas,,2/24/21,9645,3033950
Arkansas,,2/25/21,11688,3033950
Arkansas,,2/26/21,11531,3033950
Arkansas,,2/27/21,14537,3033950
Arkansas,,2/28/21,17263,3033950
Arkansas,,3/1/21,18023,3033950
Arkansas,,3/2/21,18660,3033950
Arkansas,,3/3/21,18995,3033950
Arkansas,,3/4/21,18831,3033950
Arkansas,,3/5/21,17967,3033950
Arkansas,,3/6/21,17353,3033950
Arkansas,,3/7/21,16564,3033950
Arkansas,,3/8/21,15969,3033950
Arkansas,,3/9/21,15991,3033950
Arkansas,,3/10/21,15964,3033950
Arkansas,,3/11/21,13675,3033950
Arkansas,,3/12/21,16122,3033950
Arkansas,,3/13/21,19784,3033950
Arkansas,,3/14/21,16767,3033950
Arkansas,,3/15/21,17033,3033950
Arkansas,,3/16/21,16330,3033950
Arkansas,,3/17/21,16211,3033950
Arkansas,,3/18/21,18539,3033950
Arkansas,,3/19/21,16616,3033950
Arkansas,,3/20/21,13192,3033950
Arkansas,,3/21/21,16694,3033950
Arkansas,,3/22/21,16570,3033950
Arkansas,,3/23/21,16479,3033950
Arkansas,,3/24/21,17120,3033950
Arkansas,,3/25/21,18064,3033950
Arkansas,,3/26/21,19037,3033950
Arkansas,,3/27/21,19925,3033950
Arkansas,,3/28/21,20629,3033950
Arkansas,,3/29/21,20738,3033950
Arkansas,,3/30/21,20956,3033950
Arkansas,,3/31/21,21542,3033950
Arkansas,,4/1/21,21951,3033950
Arkansas,,4/2/21,22557,3033950
Arkansas,,4/3/21,27298,3033950
Arkansas,,4/4/21,23274,3033950
Arkansas,,4/5/21,23189,3033950
Arkansas,,4/6/21,23719,3033950
Arkansas,,4/7/21,23990,3033950
Arkansas,,4/8/21,24232,3033950
Arkansas,,4/9/21,23095,3033950
Arkansas,,4/10/21,19233,3033950
Arkansas,,4/11/21,23211,3033950
Arkansas,,4/12/21,23244,3033950
Arkansas,,4/13/21,22724,3033950
Arkansas,,4/14/21,22439,3033950
Arkansas,,4/15/21,22221,3033950
Arkansas,,4/16/21,22285,3033950
Arkansas,,4/17/21,20800,3033950
Arkansas,,4/18/21,20359,3033950
Arkansas,,4/19/21,19942,3033950
Arkansas,,4/20/21,20109,3033950
Arkansas,,4/21/21,19587,3033950
Arkansas,,4/22/21,18842,3033950
Arkansas,,4/23/21,18072,3033950
Arkansas,,4/24/21,17377,3033950
Arkansas,,4/25/21,16135,3033950
Arkansas,,4/26/21,16576,3033950
Arkansas,,4/27/21,16081,3033950
Arkansas,,4/28/21,15427,3033950
Arkansas,,4/29/21,15008,3033950
Arkansas,,4/30/21,14151,3033950
Arkansas,,5/1/21,13769,3033950
Arkansas,,5/2/21,14201,3033950
Arkansas,,5/3/21,13644,3033950
Arkansas,,5/4/21,13845,3033950
Arkansas,,5/5/21,13162,3033950
Arkansas,,5/6/21,12634,3033950
Arkansas,,5/7/21,12152,3033950
Arkansas,,5/8/21,11696,3033950
Arkansas,,5/9/21,10835,3033950
Arkansas,,5/10/21,10766,3033950
Arkansas,,5/11/21,10776,3033950
Arkansas,,5/12/21,10532,3033950
Arkansas,,5/13/21,9737,3033950
Arkansas,,5/14/21,9520,3033950
Arkansas,,5/15/21,9848,3033950
Bureau of Prisons,,1/13/21,1031,
Bureau of Prisons,,1/14/21,728,
Bureau of Prisons,,1/15/21,674,
Bureau of Prisons,,1/16/21,564,
Bureau of Prisons,,1/17/21,499,
Bureau of Prisons,,1/18/21,455,
Bureau of Prisons,,1/19/21,424,
Bureau of Prisons,,1/20/21,483,
Bureau of Prisons,,1/21/21,674,
Bureau of Prisons,,1/22/21,661,
Bureau of Prisons,,1/23/21,918,
Bureau of Prisons,,1/24/21,989,
Bureau of Prisons,,1/25/21,995,
Bureau of Prisons,,1/26/21,1126,
Bureau of Prisons,,1/27/21,1179,
Bureau of Prisons,,1/28/21,1097,
Bureau of Prisons,,1/29/21,1206,
Bureau of Prisons,,1/30/21,1086,
Bureau of Prisons,,1/31/21,1029,
Bureau of Prisons,,2/1/21,989,
Bureau of Prisons,,2/2/21,977,
Bureau of Prisons,,2/3/21,990,
Bureau of Prisons,,2/4/21,1097,
Bureau of Prisons,,2/5/21,1201,
Bureau of Prisons,,2/6/21,1239,
Bureau of Prisons,,2/7/21,1293,
Bureau of Prisons,,2/8/21,1293,
Bureau of Prisons,,2/9/21,1242,
Bureau of Prisons,,2/10/21,1214,
Bureau of Prisons,,2/11/21,1140,
Bureau of Prisons,,2/12/21,1065,
Bureau of Prisons,,2/13/21,1044,
Bureau of Prisons,,2/14/21,1033,
Bureau of Prisons,,2/15/21,1071,
Bureau of Prisons,,2/16/21,1007,
Bureau of Prisons,,2/17/21,838,
Bureau of Prisons,,2/18/21,696,
Bureau of Prisons,,2/19/21,614,
Bureau of Prisons,,2/20/21,592,
Bureau of Prisons,,2/21/21,672,
Bureau of Prisons,,2/22/21,646,
Bureau of Prisons,,2/23/21,665,
Bureau of Prisons,,2/24/21,731,
Bureau of Prisons,,2/25/21,864,
Bureau of Prisons,,2/26/21,1069,
Bureau of Prisons,,2/27/21,1166,
Bureau of Prisons,,2/28/21,1145,
Bureau of Prisons,,3/1/21,1134,
Bureau of Prisons,,3/2/21,1180,
Bureau of Prisons,,3/3/21,1288,
Bureau of Prisons,,3/4/21,1611,
Bureau of Prisons,,3/5/21,1819,
Bureau of Prisons,,3/6/21,1789,
Bureau of Prisons,,3/7/21,1699,
Bureau of Prisons,,3/8/21,1699,
Bureau of Prisons,,3/9/21,1648,
Bureau of Prisons,,3/10/21,1501,
Bureau of Prisons,,3/11/21,1407,
Bureau of Prisons,,3/12/21,1238,
Bureau of Prisons,,3/13/21,1275,
Bureau of Prisons,,3/14/21,1216,
Bureau of Prisons,,3/15/21,1216,
Bureau of Prisons,,3/16/21,1214,
Bureau of Prisons,,3/17/21,1242,
Bureau of Prisons,,3/18/21,1139,
Bureau of Prisons,,3/19/21,1078,
Bureau of Prisons,,3/20/21,1046,
Bureau of Prisons,,3/21/21,1168,
Bureau of Prisons,,3/22/21,1196,
Bureau of Prisons,,3/23/21,1171,
Bureau of Prisons,,3/24/21,1199,
Bureau of Prisons,,3/25/21,1571,
Bureau of Prisons,,3/26/21,1796,
Bureau of Prisons,,3/27/21,1879,
Bureau of Prisons,,3/28/21,1846,
Bureau of Prisons,,3/29/21,1819,
Bureau of Prisons,,3/30/21,1808,
Bureau of Prisons,,3/31/21,1679,
Bureau of Prisons,,4/1/21,1757,
Bureau of Prisons,,4/2/21,1723,
Bureau of Prisons,,4/3/21,1516,
Bureau of Prisons,,4/4/21,1488,
Bureau of Prisons,,4/5/21,1488,
Bureau of Prisons,,4/6/21,1489,
Bureau of Prisons,,4/7/21,1616,
Bureau of Prisons,,4/8/21,1738,
Bureau of Prisons,,4/9/21,1730,
Bureau of Prisons,,4/10/21,2023,
Bureau of Prisons,,4/11/21,2100,
Bureau of Prisons,,4/12/21,2104,
Bureau of Prisons,,4/13/21,2108,
Bureau of Prisons,,4/14/21,2155,
Bureau of Prisons,,4/15/21,1281,
Bureau of Prisons,,4/16/21,1227,
Bureau of Prisons,,4/17/21,1007,
Bureau of Prisons,,4/18/21,917,
Bureau of Prisons,,4/19/21,913,
Bureau of Prisons,,4/20/21,903,
Bureau of Prisons,,4/21/21,826,
Bureau of Prisons,,4/22/21,1271,
Bureau of Prisons,,4/23/21,1168,
Bureau of Prisons,,4/24/21,1280,
Bureau of Prisons,,4/25/21,1315,
Bureau of Prisons,,4/26/21,1315,
Bureau of Prisons,,4/27/21,1308,
Bureau of Prisons,,4/28/21,1321,
Bureau of Prisons,,4/29/21,1514,
Bureau of Prisons,,4/30/21,1618,
Bureau of Prisons,,5/1/21,1664,
Bureau of Prisons,,5/2/21,1651,
Bureau of Prisons,,5/3/21,1651,
Bureau of Prisons,,5/4/21,1651,
Bureau of Prisons,,5/5/21,1634,
Bureau of Prisons,,5/6/21,1456,
Bureau of Prisons,,5/7/21,1431,
Bureau of Prisons,,5/8/21,1093,
