Entity,Code,Day,daily_vaccinations,state_population
Minnesota,,2/14/21,20236,5706400
Minnesota,,2/15/21,20646,5706400
Minnesota,,2/16/21,23369,5706400
Minnesota,,2/17/21,25699,5706400
Minnesota,,2/18/21,29002,5706400
Minnesota,,2/19/21,37825,5706400
Minnesota,,2/20/21,37976,5706400
Minnesota,,2/21/21,38014,5706400
Minnesota,,2/22/21,35500,5706400
Minnesota,,2/23/21,37341,5706400
Minnesota,,2/24/21,37703,5706400
Minnesota,,2/25/21,37361,5706400
Minnesota,,2/26/21,29997,5706400
Minnesota,,2/27/21,32139,5706400
Minnesota,,2/28/21,36735,5706400
Minnesota,,3/1/21,41617,5706400
Minnesota,,3/2/21,39088,5706400
Minnesota,,3/3/21,41205,5706400
Minnesota,,3/4/21,42011,5706400
Minnesota,,3/5/21,42969,5706400
Minnesota,,3/6/21,43673,5706400
Minnesota,,3/7/21,41066,5706400
Minnesota,,3/8/21,42289,5706400
Minnesota,,3/9/21,43302,5706400
Minnesota,,3/10/21,42062,5706400
Minnesota,,3/11/21,44388,5706400
Minnesota,,3/12/21,44590,5706400
Minnesota,,3/13/21,53259,5706400
Minnesota,,3/14/21,45642,5706400
Minnesota,,3/15/21,44532,5706400
Minnesota,,3/16/21,42737,5706400
Minnesota,,3/17/21,44097,5706400
Minnesota,,3/18/21,42264,5706400
Minnesota,,3/19/21,43687,5706400
Minnesota,,3/20/21,34762,5706400
Minnesota,,3/21/21,43641,5706400
Minnesota,,3/22/21,43360,5706400
Minnesota,,3/23/21,43932,5706400
Minnesota,,3/24/21,42856,5706400
Minnesota,,3/25/21,42595,5706400
Minnesota,,3/26/21,42645,5706400
Minnesota,,3/27/21,44832,5706400
Minnesota,,3/28/21,46535,5706400
Minnesota,,3/29/21,46411,5706400
Minnesota,,3/30/21,49773,5706400
Minnesota,,3/31/21,53041,5706400
Minnesota,,4/1/21,54721,5706400
Minnesota,,4/2/21,55455,5706400
Minnesota,,4/3/21,56854,5706400
Minnesota,,4/4/21,56660,5706400
Minnesota,,4/5/21,58255,5706400
Minnesota,,4/6/21,54663,5706400
Minnesota,,4/7/21,54755,5706400
Minnesota,,4/8/21,55207,5706400
Minnesota,,4/9/21,56253,5706400
Minnesota,,4/10/21,50903,5706400
Minnesota,,4/11/21,53346,5706400
Minnesota,,4/12/21,60376,5706400
Minnesota,,4/13/21,62388,5706400
Minnesota,,4/14/21,58309,5706400
Minnesota,,4/15/21,58667,5706400
Minnesota,,4/16/21,57295,5706400
Minnesota,,4/17/21,57136,5706400
Minnesota,,4/18/21,54971,5706400
Minnesota,,4/19/21,41673,5706400
Minnesota,,4/20/21,46945,5706400
Minnesota,,4/21/21,49326,5706400
Minnesota,,4/22/21,48876,5706400
Minnesota,,4/23/21,49086,5706400
Minnesota,,4/24/21,46622,5706400
Minnesota,,4/25/21,47389,5706400
Minnesota,,4/26/21,57431,5706400
Minnesota,,4/27/21,50693,5706400
Minnesota,,4/28/21,51377,5706400
Minnesota,,4/29/21,50512,5706400
Minnesota,,4/30/21,49786,5706400
Minnesota,,5/1/21,54677,5706400
Minnesota,,5/2/21,50971,5706400
Minnesota,,5/3/21,43982,5706400
Minnesota,,5/4/21,43493,5706400
Minnesota,,5/5/21,41007,5706400
Minnesota,,5/6/21,40487,5706400
Minnesota,,5/7/21,31900,5706400
Minnesota,,5/8/21,36285,5706400
Minnesota,,5/9/21,35202,5706400
Minnesota,,5/10/21,36518,5706400
Minnesota,,5/11/21,37969,5706400
Minnesota,,5/12/21,38862,5706400
Minnesota,,5/13/21,38726,5706400
Minnesota,,5/14/21,44261,5706400
Minnesota,,5/15/21,36980,5706400
Mississippi,,1/13/21,6745,2966410
Mississippi,,1/14/21,8652,2966410
Mississippi,,1/15/21,9928,2966410
Mississippi,,1/16/21,9274,2966410
Mississippi,,1/17/21,8881,2966410
Mississippi,,1/18/21,8620,2966410
Mississippi,,1/19/21,8433,2966410
Mississippi,,1/20/21,8757,2966410
Mississippi,,1/21/21,9263,2966410
Mississippi,,1/22/21,9457,2966410
Mississippi,,1/23/21,8412,2966410
Mississippi,,1/24/21,11241,2966410
Mississippi,,1/25/21,10671,2966410
Mississippi,,1/26/21,9777,2966410
Mississippi,,1/27/21,9665,2966410
Mississippi,,1/28/21,9222,2966410
Mississippi,,1/29/21,8889,2966410
Mississippi,,1/30/21,10280,2966410
Mississippi,,1/31/21,8395,2966410
Mississippi,,2/1/21,8271,2966410
Mississippi,,2/2/21,8302,2966410
Mississippi,,2/3/21,8667,2966410
Mississippi,,2/4/21,7094,2966410
Mississippi,,2/5/21,9019,2966410
Mississippi,,2/6/21,11140,2966410
Mississippi,,2/7/21,12090,2966410
Mississippi,,2/8/21,12653,2966410
Mississippi,,2/9/21,12708,2966410
Mississippi,,2/10/21,13515,2966410
Mississippi,,2/11/21,16356,2966410
Mississippi,,2/12/21,15778,2966410
Mississippi,,2/13/21,15323,2966410
Mississippi,,2/14/21,15167,2966410
Mississippi,,2/15/21,15050,2966410
Mississippi,,2/16/21,15612,2966410
Mississippi,,2/17/21,13265,2966410
Mississippi,,2/18/21,10423,2966410
Mississippi,,2/19/21,12567,2966410
Mississippi,,2/20/21,10529,2966410
Mississippi,,2/21/21,9131,2966410
Mississippi,,2/22/21,9468,2966410
Mississippi,,2/23/21,9613,2966410
Mississippi,,2/24/21,12443,2966410
Mississippi,,2/25/21,12517,2966410
Mississippi,,2/26/21,13282,2966410
Mississippi,,2/27/21,16004,2966410
Mississippi,,2/28/21,18305,2966410
Mississippi,,3/1/21,19723,2966410
Mississippi,,3/2/21,20112,2966410
Mississippi,,3/3/21,20044,2966410
Mississippi,,3/4/21,22804,2966410
Mississippi,,3/5/21,20469,2966410
Mississippi,,3/6/21,20482,2966410
Mississippi,,3/7/21,20778,2966410
Mississippi,,3/8/21,19879,2966410
Mississippi,,3/9/21,19173,2966410
Mississippi,,3/10/21,19362,2966410
Mississippi,,3/11/21,19713,2966410
Mississippi,,3/12/21,16281,2966410
Mississippi,,3/13/21,22880,2966410
Mississippi,,3/14/21,18898,2966410
Mississippi,,3/15/21,18256,2966410
Mississippi,,3/16/21,17927,2966410
Mississippi,,3/17/21,17158,2966410
Mississippi,,3/18/21,16757,2966410
Mississippi,,3/19/21,17736,2966410
Mississippi,,3/20/21,10734,2966410
Mississippi,,3/21/21,14216,2966410
Mississippi,,3/22/21,14032,2966410
Mississippi,,3/23/21,14060,2966410
Mississippi,,3/24/21,14827,2966410
Mississippi,,3/25/21,15518,2966410
Mississippi,,3/26/21,14491,2966410
Mississippi,,3/27/21,17208,2966410
Mississippi,,3/28/21,13933,2966410
Mississippi,,3/29/21,18848,2966410
Mississippi,,3/30/21,18950,2966410
Mississippi,,3/31/21,19043,2966410
Mississippi,,4/1/21,15803,2966410
Mississippi,,4/2/21,19897,2966410
Mississippi,,4/3/21,17668,2966410
Mississippi,,4/4/21,20992,2966410
Mississippi,,4/5/21,15258,2966410
Mississippi,,4/6/21,15905,2966410
Mississippi,,4/7/21,15517,2966410
Mississippi,,4/8/21,18507,2966410
Mississippi,,4/9/21,17589,2966410
Mississippi,,4/10/21,17343,2966410
Mississippi,,4/11/21,17485,2966410
Mississippi,,4/12/21,17504,2966410
Mississippi,,4/13/21,17776,2966410
Mississippi,,4/14/21,17941,2966410
Mississippi,,4/15/21,17296,2966410
Mississippi,,4/16/21,16736,2966410
Mississippi,,4/17/21,13221,2966410
Mississippi,,4/18/21,14800,2966410
Mississippi,,4/19/21,14825,2966410
Mississippi,,4/20/21,14352,2966410
Mississippi,,4/21/21,13461,2966410
Mississippi,,4/22/21,13229,2966410
Mississippi,,4/23/21,12744,2966410
Mississippi,,4/24/21,12735,2966410
Mississippi,,4/25/21,7661,2966410
Mississippi,,4/26/21,7624,2966410
Mississippi,,4/27/21,11712,2966410
Mississippi,,4/28/21,11151,2966410
Mississippi,,4/29/21,8864,2966410
Mississippi,,4/30/21,10333,2966410
Mississippi,,5/1/21,10306,2966410
Mississippi,,5/2/21,10186,2966410
Mississippi,,5/3/21,10184,2966410
Mississippi,,5/4/21,8750,2966410
Mississippi,,5/5/21,8625,2966410
Mississippi,,5/6/21,8686,2966410
Mississippi,,5/7/21,7830,2966410
Mississippi,,5/8/21,9131,2966410
Mississippi,,5/9/21,9127,2966410
Mississippi,,5/10/21,9113,2966410
Mississippi,,5/11/21,8219,2966410
Mississippi,,5/12/21,7014,2966410
Mississippi,,5/13/21,6920,2966410
Mississippi,,5/14/21,5933,2966410
Mississippi,,5/15/21,4635,2966410
Missouri,,1/13/21,0,6169040
Missouri,,1/14/21,6765,6169040
Missouri,,1/15/21,9554,6169040
Missouri,,1/16/21,10029,6169040
Missouri,,1/17/21,10313,6169040
Missouri,,1/18/21,10503,6169040
Missouri,,1/19/21,10639,6169040
Missouri,,1/20/21,11813,6169040
Missouri,,1/21/21,12867,6169040
Missouri,,1/22/21,13607,6169040
Missouri,,1/23/21,12832,6169040
Missouri,,1/24/21,14912,6169040
Missouri,,1/25/21,15842,6169040
Missouri,,1/26/21,14860,6169040
Missouri,,1/27/21,16239,6169040
Missouri,,1/28/21,16739,6169040
Missouri,,1/29/21,17535,6169040
Missouri,,1/30/21,16674,6169040
Missouri,,1/31/21,18092,6169040
Missouri,,2/1/21,18072,6169040
Missouri,,2/2/21,18019,6169040
Missouri,,2/3/21,17709,6169040
Missouri,,2/4/21,17522,6169040
Missouri,,2/5/21,18250,6169040
Missouri,,2/6/21,25073,6169040
Missouri,,2/7/21,25824,6169040
Missouri,,2/8/21,25891,6169040
Missouri,,2/9/21,25780,6169040
Missouri,,2/10/21,26792,6169040
Missouri,,2/11/21,27112,6169040
Missouri,,2/12/21,25899,6169040
Missouri,,2/13/21,31850,6169040
Missouri,,2/14/21,31839,6169040
Missouri,,2/15/21,31435,6169040
Missouri,,2/16/21,33154,6169040
Missouri,,2/17/21,31764,6169040
Missouri,,2/18/21,31498,6169040
Missouri,,2/19/21,42395,6169040
Missouri,,2/20/21,33710,6169040
Missouri,,2/21/21,33671,6169040
Missouri,,2/22/21,34346,6169040
Missouri,,2/23/21,33139,6169040
Missouri,,2/24/21,35032,6169040
Missouri,,2/25/21,36045,6169040
Missouri,,2/26/21,28457,6169040
Missouri,,2/27/21,33602,6169040
Missouri,,2/28/21,27955,6169040
Missouri,,3/1/21,38731,6169040
Missouri,,3/2/21,39022,6169040
Missouri,,3/3/21,39796,6169040
Missouri,,3/4/21,41522,6169040
Missouri,,3/5/21,41541,6169040
Missouri,,3/6/21,39153,6169040
Missouri,,3/7/21,45816,6169040
Missouri,,3/8/21,36977,6169040
Missouri,,3/9/21,37576,6169040
Missouri,,3/10/21,38508,6169040
Missouri,,3/11/21,38020,6169040
Missouri,,3/12/21,36508,6169040
Missouri,,3/13/21,45011,6169040
Missouri,,3/14/21,38159,6169040
Missouri,,3/15/21,37603,6169040
Missouri,,3/16/21,37252,6169040
Missouri,,3/17/21,36343,6169040
Missouri,,3/18/21,37813,6169040
Missouri,,3/19/21,39155,6169040
Missouri,,3/20/21,31512,6169040
Missouri,,3/21/21,39499,6169040
Missouri,,3/22/21,39638,6169040
Missouri,,3/23/21,40707,6169040
Missouri,,3/24/21,41418,6169040
Missouri,,3/25/21,41006,6169040
Missouri,,3/26/21,40510,6169040
Missouri,,3/27/21,40532,6169040
Missouri,,3/28/21,40997,6169040
Missouri,,3/29/21,41481,6169040
Missouri,,3/30/21,41237,6169040
Missouri,,3/31/21,42163,6169040
Missouri,,4/1/21,42952,6169040
Missouri,,4/2/21,50120,6169040
Missouri,,4/3/21,53466,6169040
Missouri,,4/4/21,53787,6169040
Missouri,,4/5/21,55514,6169040
Missouri,,4/6/21,54224,6169040
Missouri,,4/7/21,54210,6169040
Missouri,,4/8/21,56275,6169040
Missouri,,4/9/21,50338,6169040
Missouri,,4/10/21,48229,6169040
Missouri,,4/11/21,48522,6169040
Missouri,,4/12/21,48940,6169040
Missouri,,4/13/21,54468,6169040
Missouri,,4/14/21,51276,6169040
Missouri,,4/15/21,48540,6169040
Missouri,,4/16/21,49432,6169040
Missouri,,4/17/21,50479,6169040
Missouri,,4/18/21,51700,6169040
Missouri,,4/19/21,48563,6169040
Missouri,,4/20/21,43253,6169040
Missouri,,4/21/21,46508,6169040
Missouri,,4/22/21,46992,6169040
Missouri,,4/23/21,46239,6169040
Missouri,,4/24/21,41858,6169040
Missouri,,4/25/21,42341,6169040
Missouri,,4/26/21,46130,6169040
Missouri,,4/27/21,47071,6169040
Missouri,,4/28/21,45424,6169040
Missouri,,4/29/21,43943,6169040
Missouri,,4/30/21,42153,6169040
Missouri,,5/1/21,41423,6169040
Missouri,,5/2/21,36721,6169040
Missouri,,5/3/21,32377,6169040
Missouri,,5/4/21,31640,6169040
Missouri,,5/5/21,30275,6169040
Missouri,,5/6/21,29289,6169040
Missouri,,5/7/21,28024,6169040
Missouri,,5/8/21,27947,6169040
Missouri,,5/9/21,25935,6169040
Missouri,,5/10/21,28743,6169040
Missouri,,5/11/21,29268,6169040
Missouri,,5/12/21,29636,6169040
Missouri,,5/13/21,28029,6169040
Missouri,,5/14/21,26375,6169040
Missouri,,5/15/21,24140,6169040
Montana,,1/13/21,1980,1085000
Montana,,1/14/21,2268,1085000
Montana,,1/15/21,2427,1085000
Montana,,1/16/21,2228,1085000
Montana,,1/17/21,2109,1085000
Montana,,1/18/21,2030,1085000
Montana,,1/19/21,1973,1085000
Montana,,1/20/21,1880,1085000
Montana,,1/21/21,1967,1085000
Montana,,1/22/21,2426,1085000
Montana,,1/23/21,3078,1085000
Montana,,1/24/21,3423,1085000
Montana,,1/25/21,3299,1085000
Montana,,1/26/21,3122,1085000
Montana,,1/27/21,3421,1085000
Montana,,1/28/21,3689,1085000
Montana,,1/29/21,3749,1085000
Montana,,1/30/21,3818,1085000
Montana,,1/31/21,3991,1085000
Montana,,2/1/21,4113,1085000
Montana,,2/2/21,4225,1085000
Montana,,2/3/21,4172,1085000
Montana,,2/4/21,4276,1085000
Montana,,2/5/21,4278,1085000
Montana,,2/6/21,4516,1085000
Montana,,2/7/21,4749,1085000
Montana,,2/8/21,4733,1085000
Montana,,2/9/21,4686,1085000
Montana,,2/10/21,4853,1085000
Montana,,2/11/21,4742,1085000
Montana,,2/12/21,5023,1085000
Montana,,2/13/21,5211,1085000
Montana,,2/14/21,5578,1085000
Montana,,2/15/21,5709,1085000
Montana,,2/16/21,5934,1085000
Montana,,2/17/21,5748,1085000
Montana,,2/18/21,5819,1085000
Montana,,2/19/21,9076,1085000
Montana,,2/20/21,8790,1085000
Montana,,2/21/21,8613,1085000
Montana,,2/22/21,8797,1085000
Montana,,2/23/21,8764,1085000
Montana,,2/24/21,8864,1085000
Montana,,2/25/21,8889,1085000
Montana,,2/26/21,5681,1085000
Montana,,2/27/21,6026,1085000
Montana,,2/28/21,6332,1085000
Montana,,3/1/21,6266,1085000
Montana,,3/2/21,6164,1085000
Montana,,3/3/21,6421,1085000
Montana,,3/4/21,6959,1085000
Montana,,3/5/21,7329,1085000
Montana,,3/6/21,7575,1085000
Montana,,3/7/21,7940,1085000
Montana,,3/8/21,8125,1085000
Montana,,3/9/21,8205,1085000
Montana,,3/10/21,8294,1085000
Montana,,3/11/21,8348,1085000
Montana,,3/12/21,8310,1085000
Montana,,3/13/21,8448,1085000
Montana,,3/14/21,8395,1085000
Montana,,3/15/21,8186,1085000
Montana,,3/16/21,8303,1085000
Montana,,3/17/21,8177,1085000
Montana,,3/18/21,7830,1085000
Montana,,3/19/21,7498,1085000
Montana,,3/20/21,7153,1085000
Montana,,3/21/21,6751,1085000
Montana,,3/22/21,6974,1085000
Montana,,3/23/21,6568,1085000
Montana,,3/24/21,6877,1085000
Montana,,3/25/21,7086,1085000
Montana,,3/26/21,7445,1085000
Montana,,3/27/21,7701,1085000
Montana,,3/28/21,8000,1085000
Montana,,3/29/21,7816,1085000
Montana,,3/30/21,8175,1085000
Montana,,3/31/21,9699,1085000
Montana,,4/1/21,10059,1085000
Montana,,4/2/21,10018,1085000
Montana,,4/3/21,10014,1085000
Montana,,4/4/21,10105,1085000
Montana,,4/5/21,10156,1085000
Montana,,4/6/21,10053,1085000
Montana,,4/7/21,8784,1085000
Montana,,4/8/21,8886,1085000
Montana,,4/9/21,9257,1085000
Montana,,4/10/21,9320,1085000
Montana,,4/11/21,9340,1085000
Montana,,4/12/21,9375,1085000
Montana,,4/13/21,9518,1085000
Montana,,4/14/21,8415,1085000
Montana,,4/15/21,8425,1085000
Montana,,4/16/21,8049,1085000
Montana,,4/17/21,7869,1085000
Montana,,4/18/21,6164,1085000
Montana,,4/19/21,7419,1085000
Montana,,4/20/21,7275,1085000
Montana,,4/21/21,7811,1085000
Montana,,4/22/21,7177,1085000
Montana,,4/23/21,6852,1085000
Montana,,4/24/21,6654,1085000
Montana,,4/25/21,7712,1085000
Montana,,4/26/21,6240,1085000
Montana,,4/27/21,6164,1085000
Montana,,4/28/21,6229,1085000
Montana,,4/29/21,6386,1085000
Montana,,4/30/21,6261,1085000
Montana,,5/1/21,6067,1085000
Montana,,5/2/21,5793,1085000
Montana,,5/3/21,5625,1085000
Montana,,5/4/21,5566,1085000
Montana,,5/5/21,5197,1085000
Montana,,5/6/21,4747,1085000
Montana,,5/7/21,4376,1085000
Montana,,5/8/21,3874,1085000
Montana,,5/9/21,3808,1085000
Montana,,5/10/21,3948,1085000
Montana,,5/11/21,4023,1085000
Montana,,5/12/21,3942,1085000
Montana,,5/13/21,3763,1085000
Montana,,5/14/21,3702,1085000
Montana,,5/15/21,3804,1085000
Nebraska,,1/13/21,5260,1952000
Nebraska,,1/14/21,5240,1952000
Nebraska,,1/15/21,5585,1952000
Nebraska,,1/16/21,4970,1952000
Nebraska,,1/17/21,4601,1952000
Nebraska,,1/18/21,4354,1952000
Nebraska,,1/19/21,4179,1952000
Nebraska,,1/20/21,3798,1952000
Nebraska,,1/21/21,3846,1952000
Nebraska,,1/22/21,3894,1952000
Nebraska,,1/23/21,4250,1952000
Nebraska,,1/24/21,5058,1952000
Nebraska,,1/25/21,4781,1952000
Nebraska,,1/26/21,4492,1952000
Nebraska,,1/27/21,4756,1952000
Nebraska,,1/28/21,5454,1952000
Nebraska,,1/29/21,5703,1952000
Nebraska,,1/30/21,6172,1952000
Nebraska,,1/31/21,6409,1952000
Nebraska,,2/1/21,6698,1952000
Nebraska,,2/2/21,6754,1952000
Nebraska,,2/3/21,6959,1952000
Nebraska,,2/4/21,6444,1952000
Nebraska,,2/5/21,6538,1952000
Nebraska,,2/6/21,7304,1952000
Nebraska,,2/7/21,7595,1952000
Nebraska,,2/8/21,7592,1952000
Nebraska,,2/9/21,7555,1952000
Nebraska,,2/10/21,7540,1952000
Nebraska,,2/11/21,7536,1952000
Nebraska,,2/12/21,7967,1952000
Nebraska,,2/13/21,7935,1952000
Nebraska,,2/14/21,7833,1952000
Nebraska,,2/15/21,7729,1952000
Nebraska,,2/16/21,7904,1952000
Nebraska,,2/17/21,7691,1952000
Nebraska,,2/18/21,8168,1952000
Nebraska,,2/19/21,12550,1952000
Nebraska,,2/20/21,12376,1952000
Nebraska,,2/21/21,12421,1952000
Nebraska,,2/22/21,13212,1952000
Nebraska,,2/23/21,14590,1952000
Nebraska,,2/24/21,15856,1952000
Nebraska,,2/25/21,16766,1952000
Nebraska,,2/26/21,13508,1952000
Nebraska,,2/27/21,11913,1952000
Nebraska,,2/28/21,14541,1952000
Nebraska,,3/1/21,13667,1952000
Nebraska,,3/2/21,13162,1952000
Nebraska,,3/3/21,13030,1952000
Nebraska,,3/4/21,13011,1952000
Nebraska,,3/5/21,13272,1952000
Nebraska,,3/6/21,13165,1952000
Nebraska,,3/7/21,11660,1952000
Nebraska,,3/8/21,13871,1952000
Nebraska,,3/9/21,15629,1952000
Nebraska,,3/10/21,15752,1952000
Nebraska,,3/11/21,16610,1952000
Nebraska,,3/12/21,16882,1952000
Nebraska,,3/13/21,18600,1952000
Nebraska,,3/14/21,15765,1952000
Nebraska,,3/15/21,15917,1952000
Nebraska,,3/16/21,14698,1952000
Nebraska,,3/17/21,14961,1952000
Nebraska,,3/18/21,14589,1952000
Nebraska,,3/19/21,14499,1952000
Nebraska,,3/20/21,12782,1952000
Nebraska,,3/21/21,15585,1952000
Nebraska,,3/22/21,16083,1952000
Nebraska,,3/23/21,15352,1952000
Nebraska,,3/24/21,15175,1952000
Nebraska,,3/25/21,14875,1952000
Nebraska,,3/26/21,14638,1952000
Nebraska,,3/27/21,14615,1952000
Nebraska,,3/28/21,15183,1952000
Nebraska,,3/29/21,14663,1952000
Nebraska,,3/30/21,16008,1952000
Nebraska,,3/31/21,17502,1952000
Nebraska,,4/1/21,18646,1952000
Nebraska,,4/2/21,19190,1952000
Nebraska,,4/3/21,19164,1952000
Nebraska,,4/4/21,18286,1952000
Nebraska,,4/5/21,17756,1952000
Nebraska,,4/6/21,17050,1952000
Nebraska,,4/7/21,16376,1952000
Nebraska,,4/8/21,15705,1952000
Nebraska,,4/9/21,16564,1952000
Nebraska,,4/10/21,16555,1952000
Nebraska,,4/11/21,17269,1952000
Nebraska,,4/12/21,17297,1952000
Nebraska,,4/13/21,21399,1952000
Nebraska,,4/14/21,21850,1952000
Nebraska,,4/15/21,21711,1952000
Nebraska,,4/16/21,21205,1952000
Nebraska,,4/17/21,21177,1952000
Nebraska,,4/18/21,19616,1952000
Nebraska,,4/19/21,19255,1952000
Nebraska,,4/20/21,15904,1952000
Nebraska,,4/21/21,14141,1952000
Nebraska,,4/22/21,14602,1952000
Nebraska,,4/23/21,11920,1952000
Nebraska,,4/24/21,12737,1952000
Nebraska,,4/25/21,11152,1952000
Nebraska,,4/26/21,14357,1952000
Nebraska,,4/27/21,11933,1952000
Nebraska,,4/28/21,13147,1952000
Nebraska,,4/29/21,11726,1952000
Nebraska,,4/30/21,10487,1952000
Nebraska,,5/1/21,9691,1952000
Nebraska,,5/2/21,13339,1952000
Nebraska,,5/3/21,11791,1952000
Nebraska,,5/4/21,11790,1952000
Nebraska,,5/5/21,10154,1952000
Nebraska,,5/6/21,10229,1952000
Nebraska,,5/7/21,12017,1952000
Nebraska,,5/8/21,14145,1952000
Nebraska,,5/9/21,13880,1952000
Nebraska,,5/10/21,13310,1952000
Nebraska,,5/11/21,14919,1952000
Nebraska,,5/12/21,13893,1952000
Nebraska,,5/13/21,13195,1952000
Nebraska,,5/14/21,12517,1952000
Nebraska,,5/15/21,10355,1952000
Nevada,,1/13/21,0,3185790
Nevada,,1/14/21,7596,3185790
Nevada,,1/15/21,7340,3185790
Nevada,,1/16/21,6703,3185790
Nevada,,1/17/21,6321,3185790
Nevada,,1/18/21,6066,3185790
Nevada,,1/19/21,5884,3185790
Nevada,,1/20/21,6497,3185790
Nevada,,1/21/21,5592,3185790
Nevada,,1/22/21,6112,3185790
Nevada,,1/23/21,6938,3185790
Nevada,,1/24/21,8421,3185790
Nevada,,1/25/21,8832,3185790
Nevada,,1/26/21,8789,3185790
Nevada,,1/27/21,9605,3185790
Nevada,,1/28/21,11279,3185790
Nevada,,1/29/21,11961,3185790
Nevada,,1/30/21,12452,3185790
Nevada,,1/31/21,12696,3185790
Nevada,,2/1/21,12698,3185790
Nevada,,2/2/21,12687,3185790
Nevada,,2/3/21,15015,3185790
Nevada,,2/4/21,13808,3185790
Nevada,,2/5/21,13448,3185790
Nevada,,2/6/21,14009,3185790
Nevada,,2/7/21,13285,3185790
Nevada,,2/8/21,13990,3185790
Nevada,,2/9/21,14051,3185790
Nevada,,2/10/21,12409,3185790
Nevada,,2/11/21,12497,3185790
Nevada,,2/12/21,12836,3185790
Nevada,,2/13/21,12686,3185790
Nevada,,2/14/21,13479,3185790
Nevada,,2/15/21,12990,3185790
Nevada,,2/16/21,13610,3185790
Nevada,,2/17/21,12383,3185790
Nevada,,2/18/21,12558,3185790
Nevada,,2/19/21,18309,3185790
Nevada,,2/20/21,20669,3185790
Nevada,,2/21/21,20198,3185790
Nevada,,2/22/21,21272,3185790
Nevada,,2/23/21,21660,3185790
Nevada,,2/24/21,21973,3185790
Nevada,,2/25/21,22173,3185790
Nevada,,2/26/21,17176,3185790
Nevada,,2/27/21,15691,3185790
Nevada,,2/28/21,16555,3185790
Nevada,,3/1/21,18372,3185790
Nevada,,3/2/21,17823,3185790
Nevada,,3/3/21,18162,3185790
Nevada,,3/4/21,18282,3185790
Nevada,,3/5/21,18675,3185790
Nevada,,3/6/21,19208,3185790
Nevada,,3/7/21,20510,3185790
Nevada,,3/8/21,20110,3185790
Nevada,,3/9/21,20255,3185790
Nevada,,3/10/21,20670,3185790
Nevada,,3/11/21,22049,3185790
Nevada,,3/12/21,22496,3185790
Nevada,,3/13/21,22668,3185790
Nevada,,3/14/21,22869,3185790
Nevada,,3/15/21,22559,3185790
Nevada,,3/16/21,22167,3185790
Nevada,,3/17/21,22243,3185790
Nevada,,3/18/21,22540,3185790
Nevada,,3/19/21,22258,3185790
Nevada,,3/20/21,22502,3185790
Nevada,,3/21/21,22287,3185790
Nevada,,3/22/21,21591,3185790
Nevada,,3/23/21,21471,3185790
Nevada,,3/24/21,21650,3185790
Nevada,,3/25/21,21747,3185790
Nevada,,3/26/21,22487,3185790
Nevada,,3/27/21,22591,3185790
Nevada,,3/28/21,22522,3185790
Nevada,,3/29/21,23297,3185790
Nevada,,3/30/21,23510,3185790
Nevada,,3/31/21,23233,3185790
Nevada,,4/1/21,22811,3185790
Nevada,,4/2/21,22167,3185790
Nevada,,4/3/21,22494,3185790
Nevada,,4/4/21,22730,3185790
Nevada,,4/5/21,22059,3185790
Nevada,,4/6/21,21739,3185790
Nevada,,4/7/21,22374,3185790
Nevada,,4/8/21,23236,3185790
Nevada,,4/9/21,25293,3185790
Nevada,,4/10/21,26248,3185790
Nevada,,4/11/21,27264,3185790
Nevada,,4/12/21,28800,3185790
Nevada,,4/13/21,29280,3185790
Nevada,,4/14/21,29211,3185790
Nevada,,4/15/21,29721,3185790
Nevada,,4/16/21,28270,3185790
Nevada,,4/17/21,26822,3185790
Nevada,,4/18/21,25933,3185790
Nevada,,4/19/21,24618,3185790
Nevada,,4/20/21,24463,3185790
Nevada,,4/21/21,24262,3185790
Nevada,,4/22/21,22379,3185790
Nevada,,4/23/21,21167,3185790
Nevada,,4/24/21,19977,3185790
Nevada,,4/25/21,18864,3185790
Nevada,,4/26/21,18422,3185790
Nevada,,4/27/21,18343,3185790
Nevada,,4/28/21,17950,3185790
Nevada,,4/29/21,17921,3185790
Nevada,,4/30/21,18408,3185790
Nevada,,5/1/21,18913,3185790
Nevada,,5/2/21,18690,3185790
Nevada,,5/3/21,17639,3185790
Nevada,,5/4/21,17040,3185790
Nevada,,5/5/21,16788,3185790
Nevada,,5/6/21,17085,3185790
Nevada,,5/7/21,16619,3185790
Nevada,,5/8/21,15871,3185790
Nevada,,5/9/21,16043,3185790
Nevada,,5/10/21,17005,3185790
Nevada,,5/11/21,17983,3185790
Nevada,,5/12/21,18022,3185790
Nevada,,5/13/21,16882,3185790
Nevada,,5/14/21,15719,3185790
Nevada,,5/15/21,18255,3185790
New Hampshire,,1/13/21,4605,1372200
New Hampshire,,1/14/21,4049,1372200
New Hampshire,,1/15/21,3968,1372200
New Hampshire,,1/16/21,3541,1372200
New Hampshire,,1/17/21,3285,1372200
New Hampshire,,1/18/21,3114,1372200
New Hampshire,,1/19/21,2992,1372200
New Hampshire,,1/20/21,2886,1372200
New Hampshire,,1/21/21,3133,1372200
New Hampshire,,1/22/21,3297,1372200
New Hampshire,,1/23/21,3577,1372200
New Hampshire,,1/24/21,3757,1372200
New Hampshire,,1/25/21,3618,1372200
New Hampshire,,1/26/21,3635,1372200
New Hampshire,,1/27/21,3952,1372200
New Hampshire,,1/28/21,4259,1372200
